EventDate,SPX_cum_%,Static_cum_%,Dynamic_cum_%
2025-03-10,-4.441386949110,-1.695681576567,
2025-04-02,-11.084237464673,0.025465728031,-1.212944741798
2025-04-08,-5.424292493171,7.274123958820,7.828442169858
2025-08-01,-0.699712196214,-0.106979607736,-0.232165619407
2025-10-10,-1.026960304320,1.612181711940,1.068877972780
2025-10-16,2.790381090605,0.677023583599,1.373184386611
