Portfolio,Ann.Vol,Sharpe(0%),MaxDD
SPX,0.1975572315846954,0.9132322252157881,-0.18902207791150938
SPX + w*·VXX,0.09331880323176997,1.7817486935957751,-0.037785720262886485
SPX + 0.5w*·VXX,0.1276264636167186,1.3582068958474027,-0.10791793287533068
